filename,damage_area_ratio,severity,num_regions_detected,gt_boxes,best_iou,mean_iou,processing_time_sec,method
potholes155.png,0.0,Low,0,1,0.0,0.0,0.022,graphcut
potholes156.png,0.005691,Low,5,1,0.0042,0.0042,0.013,graphcut
potholes157.png,0.0,Low,0,1,0.0,0.0,0.022,graphcut
potholes158.png,0.00495,Low,2,2,0.0985,0.0493,0.022,graphcut
potholes159.png,0.002825,Low,3,1,0.0,0.0,0.02,graphcut
potholes16.png,0.01752,Low,11,1,0.0726,0.0726,0.011,graphcut
potholes160.png,0.0,Low,0,1,0.0,0.0,9.874,graphcut
potholes161.png,0.0,Low,0,3,0.0,0.0,9.608,graphcut
potholes162.png,0.0,Low,0,10,0.0,0.0,4.615,graphcut
potholes163.png,0.003081,Low,2,4,0.0,0.0,9.658,graphcut
potholes164.png,0.0,Low,0,1,0.0,0.0,9.827,graphcut
potholes165.png,0.013709,Low,2,3,0.0,0.0,2.503,graphcut
potholes166.png,0.0,Low,0,1,0.0,0.0,9.6,graphcut
potholes167.png,0.0,Low,0,12,0.0,0.0,3.191,graphcut
potholes168.png,0.0,Low,0,2,0.0,0.0,4.803,graphcut
potholes169.png,0.0,Low,0,2,0.0,0.0,9.669,graphcut
potholes17.png,0.0,Low,0,1,0.0,0.0,4.297,graphcut
potholes170.png,0.0,Low,0,1,0.0,0.0,4.487,graphcut
potholes171.png,0.0,Low,0,3,0.0,0.0,4.395,graphcut
potholes172.png,0.0,Low,0,4,0.0,0.0,0.021,graphcut
potholes173.png,0.001244,Low,1,1,0.0,0.0,0.024,graphcut
potholes174.png,0.0,Low,0,4,0.0,0.0,4.291,graphcut
potholes175.png,0.0,Low,0,3,0.0,0.0,9.796,graphcut
potholes176.png,0.005069,Low,2,1,0.0,0.0,9.325,graphcut
potholes177.png,0.0,Low,0,10,0.0,0.0,8.018,graphcut
potholes178.png,0.0,Low,0,2,0.0,0.0,9.604,graphcut
potholes179.png,0.0,Low,0,3,0.0,0.0,0.02,graphcut
potholes18.png,0.0,Low,0,1,0.0,0.0,1.908,graphcut
potholes180.png,0.0,Low,0,1,0.0,0.0,9.762,graphcut
potholes181.png,0.0,Low,0,1,0.0,0.0,2.578,graphcut
potholes182.png,0.0,Low,0,1,0.0,0.0,3.128,graphcut
potholes183.png,0.0,Low,0,1,0.0,0.0,4.221,graphcut
potholes184.png,0.0,Low,0,2,0.0,0.0,5.531,graphcut
potholes185.png,0.0,Low,0,4,0.0,0.0,2.87,graphcut
potholes186.png,0.0,Low,0,3,0.0,0.0,4.65,graphcut
potholes187.png,0.0,Low,0,3,0.0,0.0,5.554,graphcut
potholes188.png,0.0,Low,0,1,0.0,0.0,3.192,graphcut
potholes189.png,0.0,Low,0,2,0.0,0.0,3.049,graphcut
potholes19.png,0.055539,Medium,5,2,0.0218,0.0109,3.532,graphcut
potholes190.png,0.0,Low,0,2,0.0,0.0,4.362,graphcut
potholes191.png,0.000781,Low,1,1,0.0,0.0,0.019,graphcut
potholes192.png,0.0,Low,0,2,0.0,0.0,9.599,graphcut
potholes193.png,0.0,Low,0,5,0.0,0.0,4.298,graphcut
potholes194.png,0.000762,Low,1,2,0.0,0.0,0.019,graphcut
potholes195.png,0.0,Low,0,1,0.0,0.0,9.619,graphcut
potholes196.png,0.000962,Low,1,2,0.0,0.0,0.028,graphcut
potholes197.png,0.0,Low,0,1,0.0,0.0,4.424,graphcut
potholes198.png,0.0,Low,0,2,0.0,0.0,4.361,graphcut
potholes199.png,0.0,Low,0,3,0.0,0.0,9.566,graphcut
potholes2.png,0.001212,Low,1,2,0.0115,0.0057,0.02,graphcut
potholes20.png,0.0,Low,0,2,0.0,0.0,5.045,graphcut
potholes200.png,0.0,Low,0,2,0.0,0.0,9.469,graphcut
potholes201.png,0.0,Low,0,2,0.0,0.0,9.447,graphcut
potholes202.png,0.0,Low,0,6,0.0,0.0,5.637,graphcut
potholes203.png,0.032958,Medium,13,3,0.1206,0.0633,0.01,graphcut
potholes204.png,0.0,Low,0,1,0.0,0.0,9.583,graphcut
potholes205.png,0.0,Low,0,6,0.0,0.0,4.491,graphcut
potholes206.png,0.0,Low,0,4,0.0,0.0,4.446,graphcut
potholes207.png,0.0,Low,0,2,0.0,0.0,9.434,graphcut
potholes208.png,0.0,Low,0,1,0.0,0.0,9.934,graphcut
potholes209.png,0.0,Low,0,3,0.0,0.0,9.768,graphcut
potholes21.png,0.0,Low,0,3,0.0,0.0,4.263,graphcut
potholes210.png,0.0,Low,0,5,0.0,0.0,9.355,graphcut
potholes211.png,0.0,Low,0,1,0.0,0.0,9.545,graphcut
potholes212.png,0.0,Low,0,2,0.0,0.0,9.928,graphcut
potholes213.png,0.0,Low,0,1,0.0,0.0,4.353,graphcut
potholes214.png,0.0,Low,0,12,0.0,0.0,1.364,graphcut
potholes215.png,0.0,Low,0,2,0.0,0.0,9.26,graphcut
potholes216.png,0.0,Low,0,3,0.0,0.0,4.26,graphcut
potholes217.png,0.0,Low,0,4,0.0,0.0,4.281,graphcut
potholes218.png,0.0,Low,0,1,0.0,0.0,4.896,graphcut
potholes219.png,0.0,Low,0,2,0.0,0.0,3.549,graphcut
potholes22.png,0.0,Low,0,1,0.0,0.0,2.461,graphcut
potholes220.png,0.0,Low,0,1,0.0,0.0,5.637,graphcut
potholes221.png,0.0,Low,0,1,0.0,0.0,2.795,graphcut
potholes222.png,0.0,Low,0,1,0.0,0.0,6.271,graphcut
potholes223.png,0.0,Low,0,2,0.0,0.0,2.695,graphcut
potholes224.png,0.0,Low,0,1,0.0,0.0,4.501,graphcut
potholes225.png,0.008958,Low,1,3,0.0,0.0,5.279,graphcut
potholes226.png,0.019133,Low,2,2,0.2385,0.1193,5.318,graphcut
potholes227.png,0.0,Low,0,2,0.0,0.0,3.14,graphcut
potholes228.png,0.0,Low,0,1,0.0,0.0,9.672,graphcut
potholes229.png,0.0,Low,0,1,0.0,0.0,3.111,graphcut
potholes23.png,0.0,Low,0,1,0.0,0.0,3.831,graphcut
potholes230.png,0.002219,Low,1,1,0.0138,0.0138,0.023,graphcut
potholes231.png,0.0,Low,0,1,0.0,0.0,0.025,graphcut
potholes232.png,0.001056,Low,1,1,0.0,0.0,0.021,graphcut
potholes233.png,0.0,Low,0,2,0.0,0.0,9.571,graphcut
potholes234.png,0.0,Low,0,2,0.0,0.0,3.131,graphcut
potholes235.png,0.0,Low,0,1,0.0,0.0,10.075,graphcut
potholes236.png,0.0,Low,0,1,0.0,0.0,9.941,graphcut
potholes237.png,0.001875,Low,2,3,0.0319,0.0106,0.027,graphcut
potholes238.png,0.0,Low,0,1,0.0,0.0,2.129,graphcut
potholes239.png,0.0,Low,0,1,0.0,0.0,0.028,graphcut
potholes24.png,0.0,Low,0,1,0.0,0.0,3.255,graphcut
potholes240.png,0.0,Low,0,7,0.0,0.0,6.479,graphcut
potholes241.png,0.0,Low,0,1,0.0,0.0,9.782,graphcut
potholes242.png,0.0,Low,0,2,0.0,0.0,9.722,graphcut
potholes243.png,0.0,Low,0,1,0.0,0.0,9.698,graphcut
potholes244.png,0.0,Low,0,1,0.0,0.0,5.63,graphcut
potholes245.png,0.0,Low,0,2,0.0,0.0,10.127,graphcut
potholes246.png,0.0,Low,0,2,0.0,0.0,9.708,graphcut
potholes247.png,0.0,Low,0,1,0.0,0.0,3.085,graphcut
potholes248.png,0.0,Low,0,2,0.0,0.0,9.861,graphcut
potholes249.png,0.0,Low,0,1,0.0,0.0,4.351,graphcut
potholes25.png,0.0,Low,0,4,0.0,0.0,2.697,graphcut
potholes250.png,0.0,Low,0,1,0.0,0.0,9.96,graphcut
potholes251.png,0.0,Low,0,5,0.0,0.0,4.22,graphcut
potholes252.png,0.0,Low,0,6,0.0,0.0,1.961,graphcut
potholes253.png,0.0,Low,0,1,0.0,0.0,5.75,graphcut
potholes254.png,0.0,Low,0,5,0.0,0.0,4.408,graphcut
potholes255.png,0.0,Low,0,5,0.0,0.0,3.179,graphcut
potholes256.png,0.005387,Low,2,1,0.0291,0.0291,0.011,graphcut
potholes257.png,0.0,Low,0,4,0.0,0.0,8.329,graphcut
potholes258.png,0.0,Low,0,1,0.0,0.0,6.11,graphcut
potholes259.png,0.002576,Low,1,1,0.0133,0.0133,3.41,graphcut
potholes26.png,0.0,Low,0,1,0.0,0.0,5.642,graphcut
potholes260.png,0.0,Low,0,1,0.0,0.0,4.487,graphcut
potholes261.png,0.0,Low,0,4,0.0,0.0,5.07,graphcut
potholes262.png,0.0,Low,0,1,0.0,0.0,5.572,graphcut
potholes263.png,0.0,Low,0,1,0.0,0.0,5.595,graphcut
potholes264.png,0.00075,Low,1,1,0.0,0.0,0.029,graphcut
potholes265.png,0.0,Low,0,2,0.0,0.0,9.766,graphcut
potholes266.png,0.0,Low,0,4,0.0,0.0,5.631,graphcut
potholes267.png,0.0,Low,0,1,0.0,0.0,9.611,graphcut
potholes268.png,0.0,Low,0,2,0.0,0.0,9.768,graphcut
potholes269.png,0.0,Low,0,3,0.0,0.0,0.019,graphcut
potholes27.png,0.0,Low,0,1,0.0,0.0,3.737,graphcut
potholes270.png,0.0,Low,0,5,0.0,0.0,5.655,graphcut
potholes271.png,0.0,Low,0,1,0.0,0.0,3.276,graphcut
potholes272.png,0.0,Low,0,1,0.0,0.0,9.88,graphcut
potholes273.png,0.0,Low,0,1,0.0,0.0,9.764,graphcut
potholes274.png,0.002125,Low,2,3,0.0,0.0,9.638,graphcut
potholes275.png,0.0,Low,0,1,0.0,0.0,4.617,graphcut
potholes276.png,0.0,Low,0,1,0.0,0.0,4.541,graphcut
potholes277.png,0.0,Low,0,17,0.0,0.0,2.75,graphcut
potholes278.png,0.0,Low,0,1,0.0,0.0,10.451,graphcut
potholes279.png,0.0,Low,0,1,0.0,0.0,9.765,graphcut
potholes28.png,0.0,Low,0,2,0.0,0.0,9.849,graphcut
potholes280.png,0.004244,Low,4,2,0.0336,0.0168,0.024,graphcut
potholes281.png,0.0165,Low,12,3,0.2309,0.0872,0.012,graphcut
potholes282.png,0.0,Low,0,1,0.0,0.0,9.823,graphcut
potholes283.png,0.0,Low,0,1,0.0,0.0,9.88,graphcut
potholes284.png,0.002612,Low,1,2,0.0,0.0,9.845,graphcut
potholes285.png,0.0,Low,0,1,0.0,0.0,9.917,graphcut
potholes286.png,0.0,Low,0,1,0.0,0.0,9.911,graphcut
potholes287.png,0.000969,Low,1,1,0.0,0.0,0.026,graphcut
potholes288.png,0.017498,Low,2,1,0.3708,0.3708,3.558,graphcut
potholes289.png,0.0,Low,0,1,0.0,0.0,1.873,graphcut
potholes29.png,0.0,Low,0,3,0.0,0.0,9.814,graphcut
potholes290.png,0.025092,Medium,3,1,0.0,0.0,5.117,graphcut
potholes291.png,0.0,Low,0,1,0.0,0.0,4.029,graphcut
potholes292.png,0.002215,Low,1,1,0.0,0.0,4.135,graphcut
potholes293.png,0.0,Low,0,1,0.0,0.0,4.476,graphcut
potholes294.png,0.0,Low,0,18,0.0,0.0,5.515,graphcut
potholes295.png,0.004013,Low,1,3,0.0229,0.0076,3.427,graphcut
potholes296.png,0.0,Low,0,2,0.0,0.0,4.279,graphcut
potholes297.png,0.0,Low,0,2,0.0,0.0,3.291,graphcut
potholes298.png,0.0,Low,0,1,0.0,0.0,9.94,graphcut
potholes299.png,0.0,Low,0,2,0.0,0.0,9.587,graphcut
potholes3.png,0.0,Low,0,2,0.0,0.0,9.486,graphcut
potholes30.png,0.028733,Medium,2,2,0.6009,0.4115,4.123,graphcut
potholes300.png,0.0,Low,0,2,0.0,0.0,0.02,graphcut
potholes301.png,0.005538,Low,3,5,0.0,0.0,0.02,graphcut
potholes302.png,0.001031,Low,1,3,0.0193,0.0064,9.338,graphcut
potholes303.png,0.0,Low,0,2,0.0,0.0,9.797,graphcut
potholes304.png,0.020906,Medium,2,1,0.0,0.0,9.421,graphcut
potholes305.png,0.005844,Low,1,1,0.0,0.0,9.641,graphcut
potholes306.png,0.0,Low,0,1,0.0,0.0,2.656,graphcut
potholes307.png,0.0,Low,0,1,0.0,0.0,4.24,graphcut
potholes308.png,0.0,Low,0,1,0.0,0.0,9.948,graphcut
potholes309.png,0.000978,Low,1,4,0.0,0.0,0.017,graphcut
potholes31.png,0.015637,Low,1,4,0.0,0.0,9.175,graphcut
potholes310.png,0.0,Low,0,5,0.0,0.0,3.215,graphcut
potholes311.png,0.0,Low,0,1,0.0,0.0,3.107,graphcut
potholes312.png,0.0,Low,0,1,0.0,0.0,9.923,graphcut
potholes313.png,0.0,Low,0,3,0.0,0.0,9.802,graphcut
potholes314.png,0.0,Low,0,5,0.0,0.0,4.795,graphcut
potholes315.png,0.0,Low,0,1,0.0,0.0,1.239,graphcut
potholes316.png,0.0,Low,0,2,0.0,0.0,9.713,graphcut
potholes317.png,0.0,Low,0,10,0.0,0.0,3.162,graphcut
potholes318.png,0.0,Low,0,2,0.0,0.0,9.49,graphcut
potholes319.png,0.002988,Low,1,1,0.0,0.0,9.548,graphcut
potholes32.png,0.0,Low,0,2,0.0,0.0,9.716,graphcut
potholes320.png,0.0,Low,0,3,0.0,0.0,5.548,graphcut
potholes321.png,0.0,Low,0,7,0.0,0.0,9.365,graphcut
potholes322.png,0.002338,Low,2,2,0.1967,0.0983,0.021,graphcut
potholes323.png,0.0,Low,0,2,0.0,0.0,4.524,graphcut
potholes324.png,0.0,Low,0,1,0.0,0.0,9.793,graphcut
potholes325.png,0.0,Low,0,1,0.0,0.0,5.344,graphcut
potholes326.png,0.0,Low,0,1,0.0,0.0,4.534,graphcut
potholes327.png,0.0,Low,0,1,0.0,0.0,4.457,graphcut
potholes328.png,0.0,Low,0,1,0.0,0.0,2.979,graphcut
potholes329.png,0.0,Low,0,4,0.0,0.0,5.974,graphcut
potholes33.png,0.0,Low,0,2,0.0,0.0,9.817,graphcut
potholes330.png,0.0,Low,0,5,0.0,0.0,3.997,graphcut
potholes331.png,0.0,Low,0,1,0.0,0.0,5.53,graphcut
potholes332.png,0.0,Low,0,3,0.0,0.0,4.427,graphcut
potholes333.png,0.0,Low,0,1,0.0,0.0,4.333,graphcut
potholes334.png,0.0,Low,0,4,0.0,0.0,4.384,graphcut
potholes335.png,0.0,Low,0,2,0.0,0.0,2.444,graphcut
potholes336.png,0.0,Low,0,3,0.0,0.0,3.032,graphcut
potholes337.png,0.0,Low,0,1,0.0,0.0,4.155,graphcut
potholes338.png,0.0,Low,0,4,0.0,0.0,2.567,graphcut
potholes339.png,0.0,Low,0,2,0.0,0.0,9.843,graphcut
potholes34.png,0.000744,Low,1,2,0.0,0.0,0.025,graphcut
potholes340.png,0.0,Low,0,1,0.0,0.0,9.557,graphcut
potholes341.png,0.0,Low,0,1,0.0,0.0,5.636,graphcut
potholes342.png,0.0,Low,0,1,0.0,0.0,5.099,graphcut
potholes343.png,0.0,Low,0,3,0.0,0.0,9.904,graphcut
potholes344.png,0.019106,Low,4,2,0.0055,0.0028,8.836,graphcut
potholes345.png,0.0,Low,0,4,0.0,0.0,9.6,graphcut
potholes346.png,0.0,Low,0,9,0.0,0.0,3.129,graphcut
potholes347.png,0.0,Low,0,1,0.0,0.0,4.528,graphcut
potholes348.png,0.0,Low,0,1,0.0,0.0,9.697,graphcut
potholes349.png,0.0,Low,0,1,0.0,0.0,9.804,graphcut
potholes35.png,0.000756,Low,1,2,0.0148,0.0074,0.028,graphcut
potholes350.png,0.0,Low,0,5,0.0,0.0,4.485,graphcut
potholes351.png,0.0,Low,0,2,0.0,0.0,9.44,graphcut
potholes352.png,0.0,Low,0,1,0.0,0.0,3.114,graphcut
potholes353.png,0.0,Low,0,3,0.0,0.0,5.004,graphcut
potholes354.png,0.0,Low,0,3,0.0,0.0,4.595,graphcut
potholes355.png,0.0,Low,0,2,0.0,0.0,9.795,graphcut
potholes356.png,0.0,Low,0,2,0.0,0.0,5.501,graphcut
potholes357.png,0.0,Low,0,1,0.0,0.0,5.348,graphcut
potholes358.png,0.0,Low,0,1,0.0,0.0,9.885,graphcut
potholes359.png,0.0,Low,0,1,0.0,0.0,10.075,graphcut
potholes36.png,0.0,Low,0,1,0.0,0.0,10.088,graphcut
potholes360.png,0.003612,Low,3,2,0.0563,0.0282,0.027,graphcut
potholes361.png,0.0,Low,0,1,0.0,0.0,9.447,graphcut
potholes362.png,0.0,Low,0,8,0.0,0.0,3.118,graphcut
potholes363.png,0.0,Low,0,1,0.0,0.0,0.017,graphcut
potholes364.png,0.0,Low,0,3,0.0,0.0,11.217,graphcut
potholes365.png,0.0,Low,0,1,0.0,0.0,5.77,graphcut
potholes366.png,0.04075,Medium,3,4,0.1146,0.0312,6.611,graphcut
potholes367.png,0.0,Low,0,3,0.0,0.0,4.593,graphcut
potholes368.png,0.0,Low,0,13,0.0,0.0,6.146,graphcut
potholes369.png,0.0,Low,0,3,0.0,0.0,5.263,graphcut
potholes37.png,0.0,Low,0,2,0.0,0.0,9.052,graphcut
potholes370.png,0.0,Low,0,5,0.0,0.0,3.143,graphcut
potholes371.png,0.0,Low,0,6,0.0,0.0,2.836,graphcut
potholes372.png,0.0,Low,0,1,0.0,0.0,6.145,graphcut
potholes373.png,0.0,Low,0,1,0.0,0.0,3.592,graphcut
potholes374.png,0.010911,Low,3,1,0.2623,0.2623,0.014,graphcut
potholes375.png,0.0,Low,0,1,0.0,0.0,4.072,graphcut
potholes376.png,0.0,Low,0,2,0.0,0.0,5.268,graphcut
potholes377.png,0.0,Low,0,1,0.0,0.0,3.098,graphcut
potholes378.png,0.0,Low,0,1,0.0,0.0,2.331,graphcut
potholes379.png,0.0,Low,0,1,0.0,0.0,3.025,graphcut
potholes38.png,0.0,Low,0,2,0.0,0.0,2.898,graphcut
potholes380.png,0.0,Low,0,3,0.0,0.0,9.335,graphcut
potholes381.png,0.0,Low,0,1,0.0,0.0,4.84,graphcut
potholes382.png,0.0,Low,0,3,0.0,0.0,4.089,graphcut
potholes383.png,0.0,Low,0,2,0.0,0.0,9.107,graphcut
potholes384.png,0.0,Low,0,2,0.0,0.0,9.256,graphcut
potholes385.png,0.0,Low,0,2,0.0,0.0,9.544,graphcut
potholes386.png,0.000962,Low,1,2,0.0,0.0,0.018,graphcut
potholes387.png,0.0,Low,0,1,0.0,0.0,3.337,graphcut
potholes388.png,0.0,Low,0,1,0.0,0.0,9.036,graphcut
potholes389.png,0.0,Low,0,2,0.0,0.0,9.179,graphcut
potholes39.png,0.0,Low,0,14,0.0,0.0,3.419,graphcut
potholes390.png,0.0,Low,0,3,0.0,0.0,3.98,graphcut
potholes391.png,0.0,Low,0,4,0.0,0.0,5.017,graphcut
potholes392.png,0.0,Low,0,1,0.0,0.0,5.105,graphcut
potholes393.png,0.0,Low,0,3,0.0,0.0,9.65,graphcut
potholes394.png,0.0,Low,0,5,0.0,0.0,2.759,graphcut
potholes395.png,0.0,Low,0,1,0.0,0.0,0.02,graphcut
potholes396.png,0.0,Low,0,10,0.0,0.0,4.844,graphcut
potholes397.png,0.0,Low,0,4,0.0,0.0,9.038,graphcut
potholes398.png,0.0,Low,0,1,0.0,0.0,8.779,graphcut
potholes399.png,0.0,Low,0,2,0.0,0.0,2.875,graphcut
potholes4.png,0.0,Low,0,2,0.0,0.0,4.99,graphcut
potholes40.png,0.002275,Low,1,1,0.0,0.0,8.758,graphcut
potholes400.png,0.0,Low,0,4,0.0,0.0,8.95,graphcut
potholes401.png,0.000944,Low,1,1,0.0503,0.0503,0.018,graphcut
potholes402.png,0.0,Low,0,2,0.0,0.0,4.249,graphcut
potholes403.png,0.0,Low,0,3,0.0,0.0,5.269,graphcut
potholes404.png,0.0,Low,0,1,0.0,0.0,0.019,graphcut
potholes405.png,0.0,Low,0,2,0.0,0.0,3.472,graphcut
potholes406.png,0.0,Low,0,1,0.0,0.0,2.025,graphcut
potholes407.png,0.004217,Low,1,1,0.1677,0.1677,4.698,graphcut
potholes408.png,0.0,Low,0,1,0.0,0.0,2.133,graphcut
potholes409.png,0.0,Low,0,4,0.0,0.0,2.761,graphcut
potholes41.png,0.0,Low,0,1,0.0,0.0,3.371,graphcut
potholes410.png,0.0,Low,0,2,0.0,0.0,1.687,graphcut
potholes411.png,0.0,Low,0,8,0.0,0.0,5.366,graphcut
potholes412.png,0.0025,Low,1,1,0.0,0.0,7.049,graphcut
potholes413.png,0.010306,Low,8,1,0.006,0.006,0.015,graphcut
potholes414.png,0.0,Low,0,1,0.0,0.0,3.974,graphcut
potholes415.png,0.0,Low,0,5,0.0,0.0,4.966,graphcut
potholes416.png,0.0,Low,0,1,0.0,0.0,2.841,graphcut
potholes417.png,0.0,Low,0,5,0.0,0.0,3.988,graphcut
potholes418.png,0.0,Low,0,4,0.0,0.0,2.818,graphcut
potholes419.png,0.011382,Low,4,1,0.0518,0.0518,3.291,graphcut
potholes42.png,0.0,Low,0,9,0.0,0.0,5.076,graphcut
potholes420.png,0.0,Low,0,1,0.0,0.0,8.909,graphcut
potholes421.png,0.003394,Low,3,1,0.0,0.0,0.03,graphcut
potholes422.png,0.0,Low,0,1,0.0,0.0,5.244,graphcut
potholes423.png,0.0,Low,0,1,0.0,0.0,9.356,graphcut
potholes424.png,0.0064,Low,1,1,0.0,0.0,8.976,graphcut
potholes425.png,0.0,Low,0,3,0.0,0.0,3.966,graphcut
potholes426.png,0.0,Low,0,1,0.0,0.0,3.989,graphcut
potholes427.png,0.0,Low,0,7,0.0,0.0,8.903,graphcut
potholes428.png,0.0,Low,0,2,0.0,0.0,9.223,graphcut
potholes429.png,0.0,Low,0,1,0.0,0.0,3.059,graphcut
potholes43.png,0.0,Low,0,2,0.0,0.0,8.838,graphcut
potholes430.png,0.001469,Low,1,2,0.0,0.0,0.019,graphcut
potholes431.png,0.0,Low,0,4,0.0,0.0,2.828,graphcut
potholes432.png,0.0,Low,0,1,0.0,0.0,8.817,graphcut
potholes433.png,0.0,Low,0,8,0.0,0.0,3.972,graphcut
potholes434.png,0.0,Low,0,9,0.0,0.0,5.039,graphcut
potholes435.png,0.002212,Low,2,2,0.0,0.0,0.018,graphcut
potholes436.png,0.0,Low,0,1,0.0,0.0,8.725,graphcut
potholes437.png,0.0,Low,0,4,0.0,0.0,5.309,graphcut
potholes438.png,0.0,Low,0,1,0.0,0.0,9.114,graphcut
potholes439.png,0.0,Low,0,2,0.0,0.0,9.13,graphcut
potholes44.png,0.0,Low,0,1,0.0,0.0,8.958,graphcut
potholes440.png,0.002244,Low,2,3,0.0,0.0,0.023,graphcut
potholes441.png,0.004188,Low,2,3,0.0,0.0,11.969,graphcut
potholes442.png,0.004684,Low,4,1,0.0084,0.0084,0.022,graphcut
potholes443.png,0.0,Low,0,3,0.0,0.0,9.495,graphcut
potholes444.png,0.0011,Low,1,4,0.0,0.0,0.05,graphcut
potholes445.png,0.0,Low,0,6,0.0,0.0,13.206,graphcut
potholes446.png,0.0,Low,0,5,0.0,0.0,13.036,graphcut
potholes447.png,0.0,Low,0,1,0.0,0.0,2.674,graphcut
potholes448.png,0.0,Low,0,2,0.0,0.0,11.546,graphcut
potholes449.png,0.0,Low,0,5,0.0,0.0,2.614,graphcut
potholes45.png,0.0,Low,0,5,0.0,0.0,4.027,graphcut
potholes450.png,0.0,Low,0,1,0.0,0.0,2.662,graphcut
potholes451.png,0.0,Low,0,3,0.0,0.0,3.675,graphcut
